Timestamp,Sensor_A,Sensor_B,Correlation
2/7/2022 14:26,Filter DP,Tank Level,-0.297196341
2/7/2022 14:26,Tank Level,Tank Temp,0.870451138
2/7/2022 14:26,Tank Level,Vapor Press,0.755113478
2/7/2022 14:26,Tank Temp,Vapor Press,0.754375545
2/7/2022 14:26,Filter DP,Line Pressure,0.394686971
2/10/2022 2:39,Main Pump Press,Tank Level,0.640553893
2/10/2022 2:39,Line Pressure,Main Pump Press,-0.596999755
2/10/2022 2:39,Line Pressure,Overspeed Press,-0.779908059
2/10/2022 2:39,Line Pressure,Vapor Press,-0.693408228
2/10/2022 2:39,Line Pressure,Tank Temp,-0.896288179
2/10/2022 2:39,Line Pressure,Tank Level,-0.789701565
2/10/2022 2:39,Main Pump Press,Overspeed Press,0.686042211
2/10/2022 2:39,Main Pump Press,Vapor Press,0.54273757
2/10/2022 2:39,Main Pump Press,Tank Temp,0.628549315
2/10/2022 2:39,Overspeed Press,Vapor Press,0.822991163
2/10/2022 2:39,Overspeed Press,Tank Temp,0.889231243
2/10/2022 2:39,Overspeed Press,Tank Level,0.882424057
2/10/2022 2:39,Filter DP,Tank Temp,-0.487614716
2/10/2022 2:39,Filter DP,Vapor Press,-0.284752233
2/10/2022 2:39,Filter DP,Overspeed Press,-0.385763796
2/10/2022 2:39,Filter DP,Main Pump Press,-0.1734215
2/10/2022 2:39,Filter DP,Tank Level,-0.343431872
2/10/2022 2:39,Tank Level,Tank Temp,0.87200127
2/10/2022 2:39,Tank Level,Vapor Press,0.751959851
2/10/2022 2:39,Tank Temp,Vapor Press,0.756768487
2/10/2022 2:39,Filter DP,Line Pressure,0.428373133
2/12/2022 14:51,Main Pump Press,Tank Level,0.635054963
2/12/2022 14:51,Line Pressure,Main Pump Press,-0.589321495
2/12/2022 14:51,Line Pressure,Overspeed Press,-0.777727846
2/12/2022 14:51,Line Pressure,Vapor Press,-0.70544305
2/12/2022 14:51,Line Pressure,Tank Temp,-0.909180555
2/12/2022 14:51,Line Pressure,Tank Level,-0.786456612
2/12/2022 14:51,Main Pump Press,Overspeed Press,0.680858357
2/12/2022 14:51,Main Pump Press,Vapor Press,0.554568611
2/12/2022 14:51,Main Pump Press,Tank Temp,0.6270421
2/12/2022 14:51,Overspeed Press,Vapor Press,0.833255648
2/12/2022 14:51,Overspeed Press,Tank Temp,0.900775944
2/12/2022 14:51,Overspeed Press,Tank Level,0.882014356
2/12/2022 14:51,Filter DP,Tank Temp,-0.511934577
2/12/2022 14:51,Filter DP,Vapor Press,-0.322241242
2/12/2022 14:51,Filter DP,Overspeed Press,-0.416531261
2/12/2022 14:51,Filter DP,Main Pump Press,-0.191175507
2/12/2022 14:51,Filter DP,Tank Level,-0.370250171
2/12/2022 14:51,Tank Level,Tank Temp,0.879343687
2/12/2022 14:51,Tank Level,Vapor Press,0.765648783
2/12/2022 14:51,Tank Temp,Vapor Press,0.790512862
2/12/2022 14:51,Filter DP,Line Pressure,0.452269426
2/15/2022 2:25,Main Pump Press,Tank Level,0.636485424
2/15/2022 2:25,Line Pressure,Main Pump Press,-0.591902735
2/15/2022 2:25,Line Pressure,Overspeed Press,-0.781459177
2/15/2022 2:25,Line Pressure,Vapor Press,-0.714989615
2/15/2022 2:25,Line Pressure,Tank Temp,-0.913556499
2/15/2022 2:25,Line Pressure,Tank Level,-0.794941339
2/15/2022 2:25,Main Pump Press,Overspeed Press,0.680830883
2/15/2022 2:25,Main Pump Press,Vapor Press,0.554376918
2/15/2022 2:25,Main Pump Press,Tank Temp,0.628228641
2/15/2022 2:25,Overspeed Press,Vapor Press,0.836944662
2/15/2022 2:25,Overspeed Press,Tank Temp,0.902079143
2/15/2022 2:25,Overspeed Press,Tank Level,0.884030643
2/15/2022 2:25,Filter DP,Tank Temp,-0.566424075
2/15/2022 2:25,Filter DP,Vapor Press,-0.418577053
2/15/2022 2:25,Filter DP,Overspeed Press,-0.478471154
2/15/2022 2:25,Filter DP,Main Pump Press,-0.237725409
2/15/2022 2:25,Filter DP,Tank Level,-0.43022619
2/15/2022 2:25,Tank Level,Tank Temp,0.882371472
2/15/2022 2:25,Tank Level,Vapor Press,0.76488397
2/15/2022 2:25,Tank Temp,Vapor Press,0.7991892
2/15/2022 2:25,Filter DP,Line Pressure,0.505184292
2/17/2022 15:32,Main Pump Press,Tank Level,0.636012251
2/17/2022 15:32,Line Pressure,Main Pump Press,-0.592659468
2/17/2022 15:32,Line Pressure,Overspeed Press,-0.782795743
2/17/2022 15:32,Line Pressure,Vapor Press,-0.708132169
2/17/2022 15:32,Line Pressure,Tank Temp,-0.915808182
2/17/2022 15:32,Line Pressure,Tank Level,-0.798689089
2/17/2022 15:32,Main Pump Press,Overspeed Press,0.680730628
2/17/2022 15:32,Main Pump Press,Vapor Press,0.54725881
2/17/2022 15:32,Main Pump Press,Tank Temp,0.631025846
2/17/2022 15:32,Overspeed Press,Vapor Press,0.826639904
2/17/2022 15:32,Overspeed Press,Tank Temp,0.905523241
2/17/2022 15:32,Overspeed Press,Tank Level,0.883556477
2/17/2022 15:32,Filter DP,Tank Temp,-0.639829159
2/17/2022 15:32,Filter DP,Vapor Press,-0.526348732
2/17/2022 15:32,Filter DP,Overspeed Press,-0.578574393
2/17/2022 15:32,Filter DP,Main Pump Press,-0.306242828
2/17/2022 15:32,Filter DP,Tank Level,-0.5367285
2/17/2022 15:32,Tank Level,Tank Temp,0.887624871
2/17/2022 15:32,Tank Level,Vapor Press,0.749648856
2/17/2022 15:32,Tank Temp,Vapor Press,0.79468111
2/17/2022 15:32,Filter DP,Line Pressure,0.586798153
2/20/2022 2:11,Main Pump Press,Tank Level,0.635050529
2/20/2022 2:11,Line Pressure,Main Pump Press,-0.592341471
2/20/2022 2:11,Line Pressure,Overspeed Press,-0.782274545
2/20/2022 2:11,Line Pressure,Vapor Press,-0.70919037
2/20/2022 2:11,Line Pressure,Tank Temp,-0.916016239
2/20/2022 2:11,Line Pressure,Tank Level,-0.797857665
2/20/2022 2:11,Main Pump Press,Overspeed Press,0.680748303
2/20/2022 2:11,Main Pump Press,Vapor Press,0.544835851
2/20/2022 2:11,Main Pump Press,Tank Temp,0.631612608
2/20/2022 2:11,Overspeed Press,Vapor Press,0.824355663
2/20/2022 2:11,Overspeed Press,Tank Temp,0.906212472
2/20/2022 2:11,Overspeed Press,Tank Level,0.882416716
2/20/2022 2:11,Filter DP,Tank Temp,-0.745662014
2/20/2022 2:11,Filter DP,Vapor Press,-0.616727774
2/20/2022 2:11,Filter DP,Overspeed Press,-0.688102571
2/20/2022 2:11,Filter DP,Main Pump Press,-0.380238745
2/20/2022 2:11,Filter DP,Tank Level,-0.64141398
2/20/2022 2:11,Tank Level,Tank Temp,0.88707353
2/20/2022 2:11,Tank Level,Vapor Press,0.747968884
2/20/2022 2:11,Tank Temp,Vapor Press,0.791393064
2/20/2022 2:11,Filter DP,Line Pressure,0.696001921
2/22/2022 14:34,Main Pump Press,Tank Level,0.629011828
2/22/2022 14:34,Line Pressure,Main Pump Press,-0.582459293
2/22/2022 14:34,Line Pressure,Overspeed Press,-0.780259275
2/22/2022 14:34,Line Pressure,Vapor Press,-0.73076049
2/22/2022 14:34,Line Pressure,Tank Temp,-0.915986976
2/22/2022 14:34,Line Pressure,Tank Level,-0.798757127
2/22/2022 14:34,Main Pump Press,Overspeed Press,0.675367937
2/22/2022 14:34,Main Pump Press,Vapor Press,0.562919698
2/22/2022 14:34,Main Pump Press,Tank Temp,0.621692991
2/22/2022 14:34,Overspeed Press,Vapor Press,0.840643549
2/22/2022 14:34,Overspeed Press,Tank Temp,0.906135703
2/22/2022 14:34,Overspeed Press,Tank Level,0.881887626
2/22/2022 14:34,Filter DP,Tank Temp,-0.862751191
2/22/2022 14:34,Filter DP,Vapor Press,-0.697174064
2/22/2022 14:34,Filter DP,Overspeed Press,-0.793896149
2/22/2022 14:34,Filter DP,Main Pump Press,-0.45390796
2/22/2022 14:34,Filter DP,Tank Level,-0.76389889
2/22/2022 14:34,Tank Level,Tank Temp,0.887426738
2/22/2022 14:34,Tank Level,Vapor Press,0.762246257
2/22/2022 14:34,Tank Temp,Vapor Press,0.812580412
2/22/2022 14:34,Filter DP,Line Pressure,0.798445144
2/25/2022 2:49,Main Pump Press,Tank Level,0.617261563
2/25/2022 2:49,Line Pressure,Main Pump Press,-0.589086025
2/25/2022 2:49,Line Pressure,Overspeed Press,-0.78982566
2/25/2022 2:49,Line Pressure,Vapor Press,-0.74039585
2/25/2022 2:49,Line Pressure,Tank Temp,-0.917361891
2/25/2022 2:49,Line Pressure,Tank Level,-0.806636798
2/25/2022 2:49,Main Pump Press,Overspeed Press,0.690224724
2/25/2022 2:49,Main Pump Press,Vapor Press,0.579230482
2/25/2022 2:49,Main Pump Press,Tank Temp,0.625252769
2/25/2022 2:49,Overspeed Press,Vapor Press,0.839349055
2/25/2022 2:49,Overspeed Press,Tank Temp,0.916103753
2/25/2022 2:49,Overspeed Press,Tank Level,0.903056821
2/25/2022 2:49,Filter DP,Tank Temp,-0.870563657
2/25/2022 2:49,Filter DP,Vapor Press,-0.714687963
2/25/2022 2:49,Filter DP,Overspeed Press,-0.810238847
2/25/2022 2:49,Filter DP,Main Pump Press,-0.474040802
2/25/2022 2:49,Filter DP,Tank Level,-0.787816381
2/25/2022 2:49,Tank Level,Tank Temp,0.893104852
2/25/2022 2:49,Tank Level,Vapor Press,0.774559575
2/25/2022 2:49,Tank Temp,Vapor Press,0.817508094
2/25/2022 2:49,Filter DP,Line Pressure,0.805193341
2/27/2022 15:15,Main Pump Press,Tank Level,0.603618755
2/27/2022 15:15,Line Pressure,Main Pump Press,-0.399838504
2/27/2022 15:15,Line Pressure,Overspeed Press,-0.592799755
2/27/2022 15:15,Line Pressure,Vapor Press,-0.518665041
2/27/2022 15:15,Line Pressure,Tank Temp,-0.678687706
2/27/2022 15:15,Line Pressure,Tank Level,-0.617988611
2/27/2022 15:15,Main Pump Press,Overspeed Press,0.653602342
2/27/2022 15:15,Main Pump Press,Vapor Press,0.556973259
2/27/2022 15:15,Main Pump Press,Tank Temp,0.589714295
2/27/2022 15:15,Overspeed Press,Vapor Press,0.821321316
2/27/2022 15:15,Overspeed Press,Tank Temp,0.919863606
2/27/2022 15:15,Overspeed Press,Tank Level,0.935574004
2/27/2022 15:15,Filter DP,Tank Temp,-0.831051456
2/27/2022 15:15,Filter DP,Vapor Press,-0.68539529
2/27/2022 15:15,Filter DP,Overspeed Press,-0.788975124
2/27/2022 15:15,Filter DP,Main Pump Press,-0.463226663
2/27/2022 15:15,Filter DP,Tank Level,-0.766929599
2/27/2022 15:15,Tank Level,Tank Temp,0.928456377
2/27/2022 15:15,Tank Level,Vapor Press,0.789389508
2/27/2022 15:15,Tank Temp,Vapor Press,0.803961515
2/27/2022 15:15,Filter DP,Line Pressure,0.571056393
3/2/2022 2:35,Main Pump Press,Tank Level,0.593344955
3/2/2022 2:35,Line Pressure,Main Pump Press,-0.391497822
3/2/2022 2:35,Line Pressure,Overspeed Press,-0.585385769
3/2/2022 2:35,Line Pressure,Vapor Press,-0.505352312
3/2/2022 2:35,Line Pressure,Tank Temp,-0.673242116
3/2/2022 2:35,Line Pressure,Tank Level,-0.611680166
3/2/2022 2:35,Main Pump Press,Overspeed Press,0.642720495
3/2/2022 2:35,Main Pump Press,Vapor Press,0.539777862
3/2/2022 2:35,Main Pump Press,Tank Temp,0.587468359
3/2/2022 2:35,Overspeed Press,Vapor Press,0.804610551
3/2/2022 2:35,Overspeed Press,Tank Temp,0.921172771
3/2/2022 2:35,Overspeed Press,Tank Level,0.929468354
3/2/2022 2:35,Filter DP,Tank Temp,-0.853364466
3/2/2022 2:35,Filter DP,Vapor Press,-0.707008084
3/2/2022 2:35,Filter DP,Overspeed Press,-0.830688066
3/2/2022 2:35,Filter DP,Main Pump Press,-0.499012559
3/2/2022 2:35,Filter DP,Tank Level,-0.807334428
3/2/2022 2:35,Tank Level,Tank Temp,0.92861065
3/2/2022 2:35,Tank Level,Vapor Press,0.769777132
3/2/2022 2:35,Tank Temp,Vapor Press,0.791391625
3/2/2022 2:35,Filter DP,Line Pressure,0.580266418
3/4/2022 14:33,Main Pump Press,Tank Level,0.574624046
3/4/2022 14:33,Line Pressure,Main Pump Press,-0.308469322
3/4/2022 14:33,Line Pressure,Overspeed Press,-0.589209585
3/4/2022 14:33,Line Pressure,Vapor Press,-0.43501849
3/4/2022 14:33,Line Pressure,Tank Temp,-0.615139813
3/4/2022 14:33,Line Pressure,Tank Level,-0.568602031
3/4/2022 14:33,Main Pump Press,Overspeed Press,0.628537372
3/4/2022 14:33,Main Pump Press,Vapor Press,0.515500602
3/4/2022 14:33,Main Pump Press,Tank Temp,0.544008274
3/4/2022 14:33,Overspeed Press,Vapor Press,0.766484992
3/4/2022 14:33,Overspeed Press,Tank Temp,0.95353258
3/4/2022 14:33,Overspeed Press,Tank Level,0.937477463
3/4/2022 14:33,Filter DP,Tank Temp,-0.86254409
3/4/2022 14:33,Filter DP,Vapor Press,-0.672778363
3/4/2022 14:33,Filter DP,Overspeed Press,-0.855453928
3/4/2022 14:33,Filter DP,Main Pump Press,-0.499952322
3/4/2022 14:33,Filter DP,Tank Level,-0.817458322
3/4/2022 14:33,Tank Level,Tank Temp,0.927447834
3/4/2022 14:33,Tank Level,Vapor Press,0.708064679
3/4/2022 14:33,Tank Temp,Vapor Press,0.738607401
3/4/2022 14:33,Filter DP,Line Pressure,0.546946378
3/7/2022 2:27,Overspeed Press,Vapor Press,0.612830934
3/7/2022 2:27,Line Pressure,Overspeed Press,-0.492144417
3/7/2022 2:27,Line Pressure,Vapor Press,-0.2803326
3/7/2022 2:27,Line Pressure,Tank Temp,-0.525135352
3/7/2022 2:27,Line Pressure,Tank Level,-0.458352228
3/7/2022 2:27,Main Pump Press,Overspeed Press,0.608691417
3/7/2022 2:27,Main Pump Press,Vapor Press,0.424505882
3/7/2022 2:27,Main Pump Press,Tank Temp,0.445274275
3/7/2022 2:27,Main Pump Press,Tank Level,0.514632303
3/7/2022 2:27,Overspeed Press,Tank Temp,0.919937825
3/7/2022 2:27,Line Pressure,Main Pump Press,-0.201151972
3/7/2022 2:27,Tank Temp,Vapor Press,0.575800283
3/7/2022 2:27,Filter DP,Tank Level,-0.690796014
3/7/2022 2:27,Filter DP,Tank Temp,-0.764441236
3/7/2022 2:27,Filter DP,Vapor Press,-0.484071372
3/7/2022 2:27,Filter DP,Overspeed Press,-0.746539547
3/7/2022 2:27,Overspeed Press,Tank Level,0.894246126
3/7/2022 2:27,Filter DP,Line Pressure,0.428865813
3/7/2022 2:27,Tank Level,Tank Temp,0.875298111
3/7/2022 2:27,Tank Level,Vapor Press,0.540673949
3/7/2022 2:27,Filter DP,Main Pump Press,-0.397858375
3/9/2022 18:03,Main Pump Press,Tank Level,0.324844625
3/9/2022 18:03,Line Pressure,Main Pump Press,-0.061886288
3/9/2022 18:03,Line Pressure,Overspeed Press,-0.334794911
3/9/2022 18:03,Line Pressure,Vapor Press,-0.087002275
3/9/2022 18:03,Line Pressure,Tank Temp,-0.335434754
3/9/2022 18:03,Line Pressure,Tank Level,-0.250951555
3/9/2022 18:03,Main Pump Press,Overspeed Press,0.33282461
3/9/2022 18:03,Main Pump Press,Vapor Press,0.240870044
3/9/2022 18:03,Main Pump Press,Tank Temp,0.333885909
3/9/2022 18:03,Overspeed Press,Vapor Press,0.365290868
3/9/2022 18:03,Overspeed Press,Tank Temp,0.942518281
3/9/2022 18:03,Overspeed Press,Tank Level,0.803694329
3/9/2022 18:03,Filter DP,Tank Temp,-0.277501574
3/9/2022 18:03,Filter DP,Vapor Press,-0.07711671
3/9/2022 18:03,Filter DP,Overspeed Press,-0.229969737
3/9/2022 18:03,Filter DP,Main Pump Press,0.016426007
3/9/2022 18:03,Filter DP,Tank Level,-0.432266784
3/9/2022 18:03,Tank Level,Tank Temp,0.786426048
3/9/2022 18:03,Tank Level,Vapor Press,0.281798409
3/9/2022 18:03,Tank Temp,Vapor Press,0.359325665
3/9/2022 18:03,Filter DP,Line Pressure,0.128870198
3/12/2022 5:26,Main Pump Press,Tank Level,0.325550396
3/12/2022 5:26,Line Pressure,Main Pump Press,-0.062180904
3/12/2022 5:26,Line Pressure,Overspeed Press,-0.335900681
3/12/2022 5:26,Line Pressure,Vapor Press,-0.087022725
3/12/2022 5:26,Line Pressure,Tank Temp,-0.336359927
3/12/2022 5:26,Line Pressure,Tank Level,-0.256060003
3/12/2022 5:26,Main Pump Press,Overspeed Press,0.332767368
3/12/2022 5:26,Main Pump Press,Vapor Press,0.238171551
3/12/2022 5:26,Main Pump Press,Tank Temp,0.334431759
3/12/2022 5:26,Overspeed Press,Vapor Press,0.357471005
3/12/2022 5:26,Overspeed Press,Tank Temp,0.943189646
3/12/2022 5:26,Overspeed Press,Tank Level,0.806969671
3/12/2022 5:26,Filter DP,Tank Temp,-0.276130039
3/12/2022 5:26,Filter DP,Vapor Press,-0.053357206
3/12/2022 5:26,Filter DP,Overspeed Press,-0.230283657
3/12/2022 5:26,Filter DP,Main Pump Press,0.017970443
3/12/2022 5:26,Filter DP,Tank Level,-0.449157377
3/12/2022 5:26,Tank Level,Tank Temp,0.788544544
3/12/2022 5:26,Tank Level,Vapor Press,0.263511361
3/12/2022 5:26,Tank Temp,Vapor Press,0.362062719
3/12/2022 5:26,Filter DP,Line Pressure,0.127483858
3/14/2022 17:32,Main Pump Press,Tank Level,0.341036838
3/14/2022 17:32,Line Pressure,Main Pump Press,-0.061594234
3/14/2022 17:32,Line Pressure,Overspeed Press,-0.335802573
3/14/2022 17:32,Line Pressure,Vapor Press,-0.087893594
3/14/2022 17:32,Line Pressure,Tank Temp,-0.337389281
3/14/2022 17:32,Line Pressure,Tank Level,-0.284326277
3/14/2022 17:32,Main Pump Press,Overspeed Press,0.331954712
3/14/2022 17:32,Main Pump Press,Vapor Press,0.244258286
3/14/2022 17:32,Main Pump Press,Tank Temp,0.337089059
3/14/2022 17:32,Overspeed Press,Vapor Press,0.363965808
3/14/2022 17:32,Overspeed Press,Tank Temp,0.946008477
3/14/2022 17:32,Overspeed Press,Tank Level,0.878154721
3/14/2022 17:32,Filter DP,Tank Temp,-0.278855369
3/14/2022 17:32,Filter DP,Vapor Press,-0.025015514
3/14/2022 17:32,Filter DP,Overspeed Press,-0.227812138
3/14/2022 17:32,Filter DP,Main Pump Press,0.027212544
3/14/2022 17:32,Filter DP,Tank Level,-0.436089455
3/14/2022 17:32,Tank Level,Tank Temp,0.894126448
3/14/2022 17:32,Tank Level,Vapor Press,0.343590903
3/14/2022 17:32,Tank Temp,Vapor Press,0.362390516
3/14/2022 17:32,Filter DP,Line Pressure,0.138403143
3/17/2022 6:15,Main Pump Press,Tank Level,0.34067296
3/17/2022 6:15,Line Pressure,Main Pump Press,-0.060489338
3/17/2022 6:15,Line Pressure,Overspeed Press,-0.332879706
3/17/2022 6:15,Line Pressure,Vapor Press,-0.065312165
3/17/2022 6:15,Line Pressure,Tank Temp,-0.334549186
3/17/2022 6:15,Line Pressure,Tank Level,-0.292565188
3/17/2022 6:15,Main Pump Press,Overspeed Press,0.331820768
3/17/2022 6:15,Main Pump Press,Vapor Press,0.235329177
3/17/2022 6:15,Main Pump Press,Tank Temp,0.336978407
3/17/2022 6:15,Overspeed Press,Vapor Press,0.3496831
3/17/2022 6:15,Overspeed Press,Tank Temp,0.946997317
3/17/2022 6:15,Overspeed Press,Tank Level,0.882123628
3/17/2022 6:15,Filter DP,Tank Temp,-0.258790739
3/17/2022 6:15,Filter DP,Vapor Press,0.088586089
3/17/2022 6:15,Filter DP,Overspeed Press,-0.21224837
3/17/2022 6:15,Filter DP,Main Pump Press,0.034916534
3/17/2022 6:15,Filter DP,Tank Level,-0.404520042
3/17/2022 6:15,Tank Level,Tank Temp,0.895948629
3/17/2022 6:15,Tank Level,Vapor Press,0.270103788
3/17/2022 6:15,Tank Temp,Vapor Press,0.34381892
3/17/2022 6:15,Filter DP,Line Pressure,0.14135269
3/19/2022 17:48,Main Pump Press,Tank Level,0.341092592
3/19/2022 17:48,Line Pressure,Main Pump Press,-0.060724201
3/19/2022 17:48,Line Pressure,Overspeed Press,-0.334888246
3/19/2022 17:48,Line Pressure,Vapor Press,-0.062582517
3/19/2022 17:48,Line Pressure,Tank Temp,-0.334637622
3/19/2022 17:48,Line Pressure,Tank Level,-0.297385407
3/19/2022 17:48,Main Pump Press,Overspeed Press,0.330554857
3/19/2022 17:48,Main Pump Press,Vapor Press,0.233680659
3/19/2022 17:48,Main Pump Press,Tank Temp,0.337615545
3/19/2022 17:48,Overspeed Press,Vapor Press,0.347823749
3/19/2022 17:48,Overspeed Press,Tank Temp,0.952568389
3/19/2022 17:48,Overspeed Press,Tank Level,0.889285389
3/19/2022 17:48,Filter DP,Tank Temp,-0.253105291
3/19/2022 17:48,Filter DP,Vapor Press,0.065073732
3/19/2022 17:48,Filter DP,Overspeed Press,-0.207835735
3/19/2022 17:48,Filter DP,Main Pump Press,0.039617918
3/19/2022 17:48,Filter DP,Tank Level,-0.381700853
3/19/2022 17:48,Tank Level,Tank Temp,0.897270573
3/19/2022 17:48,Tank Level,Vapor Press,0.289538907
3/19/2022 17:48,Tank Temp,Vapor Press,0.339276124
3/19/2022 17:48,Filter DP,Line Pressure,0.146927781
3/22/2022 5:12,Main Pump Press,Tank Level,0.341104547
3/22/2022 5:12,Line Pressure,Main Pump Press,-0.057830671
3/22/2022 5:12,Line Pressure,Overspeed Press,-0.328981176
3/22/2022 5:12,Line Pressure,Vapor Press,-0.120802091
3/22/2022 5:12,Line Pressure,Tank Temp,-0.329489731
3/22/2022 5:12,Line Pressure,Tank Level,-0.291997457
3/22/2022 5:12,Main Pump Press,Overspeed Press,0.330448354
3/22/2022 5:12,Main Pump Press,Vapor Press,0.220362629
3/22/2022 5:12,Main Pump Press,Tank Temp,0.338405306
3/22/2022 5:12,Overspeed Press,Vapor Press,0.33328079
3/22/2022 5:12,Overspeed Press,Tank Temp,0.956121632
3/22/2022 5:12,Overspeed Press,Tank Level,0.892207294
3/22/2022 5:12,Filter DP,Tank Temp,-0.209598126
3/22/2022 5:12,Filter DP,Vapor Press,-0.056126514
3/22/2022 5:12,Filter DP,Overspeed Press,-0.192764582
3/22/2022 5:12,Filter DP,Main Pump Press,0.048916077
3/22/2022 5:12,Filter DP,Tank Level,-0.323113473
3/22/2022 5:12,Tank Level,Tank Temp,0.892771773
3/22/2022 5:12,Tank Level,Vapor Press,0.286031502
3/22/2022 5:12,Tank Temp,Vapor Press,0.329136619
3/22/2022 5:12,Filter DP,Line Pressure,0.210073468
3/24/2022 17:31,Main Pump Press,Tank Level,0.34339432
3/24/2022 17:31,Line Pressure,Main Pump Press,-0.058175722
3/24/2022 17:31,Line Pressure,Overspeed Press,-0.328905616
3/24/2022 17:31,Line Pressure,Vapor Press,-0.114046776
3/24/2022 17:31,Line Pressure,Tank Temp,-0.328053752
3/24/2022 17:31,Line Pressure,Tank Level,-0.298204602
3/24/2022 17:31,Main Pump Press,Overspeed Press,0.330465889
3/24/2022 17:31,Main Pump Press,Vapor Press,0.218632106
3/24/2022 17:31,Main Pump Press,Tank Temp,0.337910372
3/24/2022 17:31,Overspeed Press,Vapor Press,0.33357044
3/24/2022 17:31,Overspeed Press,Tank Temp,0.954323431
3/24/2022 17:31,Overspeed Press,Tank Level,0.901621278
3/24/2022 17:31,Filter DP,Tank Temp,-0.190293637
3/24/2022 17:31,Filter DP,Vapor Press,-0.027512066
3/24/2022 17:31,Filter DP,Overspeed Press,-0.174537926
3/24/2022 17:31,Filter DP,Main Pump Press,0.053801298
3/24/2022 17:31,Filter DP,Tank Level,-0.284237375
3/24/2022 17:31,Tank Level,Tank Temp,0.897598697
3/24/2022 17:31,Tank Level,Vapor Press,0.295155129
3/24/2022 17:31,Tank Temp,Vapor Press,0.32700783
3/24/2022 17:31,Filter DP,Line Pressure,0.21152761
3/27/2022 6:32,Overspeed Press,Vapor Press,0.358568618
3/27/2022 6:32,Line Pressure,Overspeed Press,-0.32921258
3/27/2022 6:32,Line Pressure,Vapor Press,-0.112404947
3/27/2022 6:32,Line Pressure,Tank Temp,-0.341829581
3/27/2022 6:32,Line Pressure,Tank Level,-0.307298199
3/27/2022 6:32,Main Pump Press,Overspeed Press,0.413043587
3/27/2022 6:32,Main Pump Press,Vapor Press,0.176597658
3/27/2022 6:32,Main Pump Press,Tank Temp,0.454368428
3/27/2022 6:32,Main Pump Press,Tank Level,0.394767017
3/27/2022 6:32,Overspeed Press,Tank Temp,0.922848968
3/27/2022 6:32,Line Pressure,Main Pump Press,-0.109996738
3/27/2022 6:32,Tank Temp,Vapor Press,0.327036857
3/27/2022 6:32,Filter DP,Tank Level,-0.243258613
3/27/2022 6:32,Filter DP,Tank Temp,-0.195396294
3/27/2022 6:32,Filter DP,Vapor Press,0.011814845
3/27/2022 6:32,Filter DP,Overspeed Press,-0.152461681
3/27/2022 6:32,Overspeed Press,Tank Level,0.918029647
3/27/2022 6:32,Filter DP,Line Pressure,0.225120294
3/27/2022 6:32,Tank Level,Tank Temp,0.872351557
3/27/2022 6:32,Tank Level,Vapor Press,0.317238626
3/27/2022 6:32,Filter DP,Main Pump Press,0.008753664
4/1/2022 14:16,Main Pump Press,Tank Level,0.289149858
4/1/2022 14:16,Line Pressure,Main Pump Press,-0.132888801
4/1/2022 14:16,Line Pressure,Overspeed Press,-0.434717789
4/1/2022 14:16,Line Pressure,Vapor Press,-0.255532955
4/1/2022 14:16,Line Pressure,Tank Temp,-0.45707659
4/1/2022 14:16,Line Pressure,Tank Level,-0.428698788
4/1/2022 14:16,Main Pump Press,Overspeed Press,0.301746123
4/1/2022 14:16,Main Pump Press,Vapor Press,0.186504059
4/1/2022 14:16,Main Pump Press,Tank Temp,0.373860084
4/1/2022 14:16,Overspeed Press,Vapor Press,0.600803086
4/1/2022 14:16,Overspeed Press,Tank Temp,0.950172635
4/1/2022 14:16,Overspeed Press,Tank Level,0.955637792
4/1/2022 14:16,Filter DP,Tank Temp,-0.300753185
4/1/2022 14:16,Filter DP,Vapor Press,-0.143898664
4/1/2022 14:16,Filter DP,Overspeed Press,-0.282661227
4/1/2022 14:16,Filter DP,Main Pump Press,0.008610448
4/1/2022 14:16,Filter DP,Tank Level,-0.326849776
4/1/2022 14:16,Tank Level,Tank Temp,0.921906618
4/1/2022 14:16,Tank Level,Vapor Press,0.574488526
4/1/2022 14:16,Tank Temp,Vapor Press,0.572545104
4/1/2022 14:16,Filter DP,Line Pressure,0.285904289
4/4/2022 20:50,Main Pump Press,Tank Level,0.263850856
4/4/2022 20:50,Line Pressure,Main Pump Press,-0.131613168
4/4/2022 20:50,Line Pressure,Overspeed Press,-0.454521924
4/4/2022 20:50,Line Pressure,Vapor Press,-0.286970293
4/4/2022 20:50,Line Pressure,Tank Temp,-0.476979277
4/4/2022 20:50,Line Pressure,Tank Level,-0.454482959
4/4/2022 20:50,Main Pump Press,Overspeed Press,0.266792196
4/4/2022 20:50,Main Pump Press,Vapor Press,0.176815315
4/4/2022 20:50,Main Pump Press,Tank Temp,0.340845763
4/4/2022 20:50,Overspeed Press,Vapor Press,0.650299092
4/4/2022 20:50,Overspeed Press,Tank Temp,0.958357297
4/4/2022 20:50,Overspeed Press,Tank Level,0.960040615
4/4/2022 20:50,Filter DP,Tank Temp,-0.299951416
4/4/2022 20:50,Filter DP,Vapor Press,-0.166464952
4/4/2022 20:50,Filter DP,Overspeed Press,-0.280029908
4/4/2022 20:50,Filter DP,Main Pump Press,0.015386841
4/4/2022 20:50,Filter DP,Tank Level,-0.317773452
4/4/2022 20:50,Tank Level,Tank Temp,0.933962206
4/4/2022 20:50,Tank Level,Vapor Press,0.622733433
